Operation,Index,Time(ns),Operations
Insert,2491,600,23
Insert,2492,800,23
Insert,2493,700,25
Insert,2494,600,21
Insert,2495,600,23
Insert,2496,600,25
Insert,2497,800,25
Insert,2498,600,23
Insert,2499,700,29
Insert,2500,700,23
Insert,2501,600,23
Insert,2502,700,27
Insert,2503,2100,31
Insert,2504,600,23
Insert,2505,600,23
Insert,2506,600,21
Insert,2507,600,21
Insert,2508,1100,21
Insert,2509,700,25
Insert,2510,700,25
Insert,2511,700,27
Insert,2512,600,25
Insert,2513,600,21
Insert,2514,500,21
Insert,2515,600,23
Insert,2516,600,23
Insert,2517,800,25
Insert,2518,600,23
Insert,2519,600,23
Insert,2520,600,23
Insert,2521,700,27
Insert,2522,600,23
Insert,2523,700,25
Insert,2524,700,23
Insert,2525,600,23
Insert,2526,600,25
Insert,2527,600,23
Insert,2528,600,25
Insert,2529,600,23
Insert,2530,600,23
Insert,2531,700,27
Insert,2532,600,21
Insert,2533,600,25
Insert,2534,700,25
Insert,2535,600,25
Insert,2536,500,21
Insert,2537,600,23
Insert,2538,700,27
Insert,2539,1100,27
Insert,2540,700,23
Insert,2541,700,25
Insert,2542,600,23
Insert,2543,600,23
Insert,2544,500,21
Insert,2545,600,23
Insert,2546,700,23
Insert,2547,600,23
Insert,2548,800,25
Insert,2549,1100,25
Insert,2550,600,23
Insert,2551,700,23
Insert,2552,600,21
Insert,2553,600,21
Insert,2554,600,21
Insert,2555,800,29
Insert,2556,600,21
Insert,2557,700,27
Insert,2558,600,23
Insert,2559,700,23
Insert,2560,1200,25
Insert,2561,600,21
Insert,2562,600,23
Insert,2563,600,25
Insert,2564,600,25
Insert,2565,600,23
Insert,2566,700,25
Insert,2567,700,27
Insert,2568,600,25
Insert,2569,700,27
Insert,2570,600,23
Insert,2571,700,25
Insert,2572,500,21
Insert,2573,700,25
Insert,2574,600,23
Insert,2575,700,27
Insert,2576,2600,23
Insert,2577,900,27
Insert,2578,600,21
Insert,2579,600,25
Insert,2580,600,27
Insert,2581,600,25
Insert,2582,600,25
Insert,2583,500,23
Insert,2584,600,23
Insert,2585,600,25
Insert,2586,600,23
Insert,2587,600,25
Insert,2588,700,25
Insert,2589,600,21
Insert,2590,600,25
Insert,2591,1300,25
Insert,2592,700,25
Insert,2593,600,27
Insert,2594,600,26
Insert,2595,600,25
Insert,2596,600,27
Insert,2597,800,23
Insert,2598,600,23
Insert,2599,600,21
Insert,2600,700,25
Insert,2601,600,25
Insert,2602,600,23
Insert,2603,600,27
Insert,2604,600,23
Insert,2605,600,25
Insert,2606,500,23
Insert,2607,600,23
Insert,2608,600,21
Insert,2609,600,25
Insert,2610,600,23
Insert,2611,500,23
Insert,2612,600,23
Insert,2613,700,23
Insert,2614,700,25
Insert,2615,700,23
Insert,2616,700,25
Insert,2617,600,23
Insert,2618,800,25
Insert,2619,600,23
Insert,2620,600,25
Insert,2621,600,23
Insert,2622,600,25
Insert,2623,800,25
Insert,2624,600,25
Insert,2625,600,23
Insert,2626,600,21
Insert,2627,600,23
Insert,2628,1100,25
Insert,2629,700,23
Insert,2630,500,20
Insert,2631,600,23
Insert,2632,500,21
Insert,2633,600,21
Insert,2634,500,21
Insert,2635,700,25
Insert,2636,600,23
Insert,2637,700,25
Insert,2638,1200,27
Insert,2639,700,21
Insert,2640,700,21
Insert,2641,700,27
Insert,2642,500,23
Insert,2643,700,25
Insert,2644,600,23
Insert,2645,700,27
Insert,2646,600,23
Insert,2647,700,27
Insert,2648,500,21
Insert,2649,600,25
Insert,2650,800,25
Insert,2651,800,25
Insert,2652,500,21
Insert,2653,600,21
Insert,2654,700,23
Insert,2655,600,21
Insert,2656,600,23
Insert,2657,600,23
Insert,2658,600,23
Insert,2659,700,25
Insert,2660,500,21
Insert,2661,600,23
Insert,2662,700,25
Insert,2663,600,25
Insert,2664,700,25
Insert,2665,600,23
Insert,2666,600,21
Insert,2667,600,21
Insert,2668,800,27
Insert,2669,600,25
Insert,2670,600,23
Insert,2671,700,25
Insert,2672,600,23
Insert,2673,800,25
Insert,2674,1100,22
Insert,2675,700,23
Insert,2676,700,25
Insert,2677,600,25
Insert,2678,600,23
Insert,2679,500,23
Insert,2680,600,23
Insert,2681,500,20
Insert,2682,500,21
Insert,2683,600,25
Insert,2684,600,25
Insert,2685,700,25
Insert,2686,600,23
Insert,2687,600,23
Insert,2688,700,23
Insert,2689,700,27
Insert,2690,600,21
Insert,2691,600,23
Insert,2692,700,25
Insert,2693,600,23
Insert,2694,600,25
Insert,2695,600,25
Insert,2696,600,25
Insert,2697,600,25
Insert,2698,700,25
Insert,2699,600,25
Insert,2700,700,25
Insert,2701,600,23
Insert,2702,600,23
Insert,2703,700,23
Insert,2704,600,23
Insert,2705,600,21
Insert,2706,600,25
Insert,2707,600,27
Insert,2708,700,25
Insert,2709,600,25
Insert,2710,600,25
Insert,2711,600,25
Insert,2712,600,21
Insert,2713,600,23
Insert,2714,600,23
Insert,2715,600,23
Insert,2716,700,25
Insert,2717,700,25
Insert,2718,600,25
Insert,2719,1200,23
Insert,2720,600,21
Insert,2721,600,23
Insert,2722,600,23
Insert,2723,600,21
Insert,2724,700,27
Insert,2725,700,25
Insert,2726,600,21
Insert,2727,700,23
Insert,2728,600,25
Insert,2729,1200,23
Insert,2730,700,23
Insert,2731,600,21
Insert,2732,700,25
Insert,2733,700,25
Insert,2734,700,27
Insert,2735,700,25
Insert,2736,600,23
Insert,2737,600,25
Insert,2738,600,23
Insert,2739,600,22
Insert,2740,700,21
Insert,2741,600,21
Insert,2742,600,25
Insert,2743,700,27
Insert,2744,700,25
Insert,2745,700,27
Insert,2746,700,23
Insert,2747,600,21
Insert,2748,600,21
Insert,2749,700,23
Insert,2750,600,21
Insert,2751,700,25
Insert,2752,600,23
Insert,2753,700,27
Insert,2754,600,25
Insert,2755,700,25
Insert,2756,1200,29
Insert,2757,600,25
Insert,2758,600,21
Insert,2759,700,25
Insert,2760,700,23
Insert,2761,600,25
Insert,2762,600,25
Insert,2763,600,25
Insert,2764,700,23
Insert,2765,800,27
Insert,2766,700,25
Insert,2767,600,23
Insert,2768,600,27
Insert,2769,700,27
Insert,2770,700,27
Insert,2771,600,21
Insert,2772,500,21
Insert,2773,700,23
Insert,2774,600,21
Insert,2775,600,25
Insert,2776,500,21
Insert,2777,800,25
Insert,2778,700,25
Insert,2779,700,23
Insert,2780,700,29
Insert,2781,600,23
Insert,2782,600,23
Insert,2783,800,27
Insert,2784,600,21
Insert,2785,700,25
Insert,2786,600,21
Insert,2787,700,27
Insert,2788,2400,23
Insert,2789,700,27
Insert,2790,900,29
Insert,2791,600,21
Insert,2792,600,22
Insert,2793,700,25
Insert,2794,700,27
Insert,2795,600,27
Insert,2796,600,21
Insert,2797,500,25
Insert,2798,600,25
Insert,2799,600,23
Insert,2800,700,23
Insert,2801,600,23
Insert,2802,600,23
Insert,2803,600,23
Insert,2804,800,27
Insert,2805,700,27
Insert,2806,700,23
Insert,2807,800,25
Insert,2808,1200,27
Insert,2809,800,27
Insert,2810,700,25
Insert,2811,700,25
Insert,2812,700,25
Insert,2813,600,25
Insert,2814,700,25
Insert,2815,600,27
Insert,2816,700,23
Insert,2817,1300,27
Insert,2818,600,23
Insert,2819,700,27
Insert,2820,600,25
Insert,2821,800,29
Insert,2822,600,21
Insert,2823,800,25
Insert,2824,700,23
Insert,2825,600,25
Insert,2826,700,29
Insert,2827,700,25
Insert,2828,600,25
Insert,2829,600,23
Insert,2830,600,23
Insert,2831,600,21
Insert,2832,700,27
Insert,2833,600,23
Insert,2834,600,23
Insert,2835,700,23
Insert,2836,600,23
Insert,2837,1200,25
Insert,2838,700,25
Insert,2839,900,27
Insert,2840,700,23
Insert,2841,900,25
Insert,2842,500,23
Insert,2843,700,25
Insert,2844,500,23
Insert,2845,800,27
Insert,2846,600,23
Insert,2847,600,25
Insert,2848,600,21
Insert,2849,600,23
Insert,2850,600,25
Insert,2851,600,23
Insert,2852,500,22
Insert,2853,600,23
Insert,2854,700,27
Insert,2855,700,29
Insert,2856,700,23
Insert,2857,500,23
Insert,2858,700,25
Insert,2859,700,27
Insert,2860,800,27
Insert,2861,600,23
Insert,2862,600,23
Insert,2863,800,29
Insert,2864,600,23
Insert,2865,500,21
Insert,2866,600,27
Insert,2867,600,25
Insert,2868,600,27
Insert,2869,700,25
Insert,2870,700,23
Insert,2871,700,25
Insert,2872,700,25
Insert,2873,700,25
Insert,2874,700,25
Insert,2875,900,29
Insert,2876,800,31
Insert,2877,600,23
Insert,2878,600,23
Insert,2879,600,21
Insert,2880,600,23
Insert,2881,600,23
Insert,2882,800,29
Insert,2883,800,27
Insert,2884,600,25
Insert,2885,600,23
Insert,2886,700,27
Insert,2887,600,23
Insert,2888,900,27
Insert,2889,600,25
Insert,2890,700,25
Insert,2891,600,27
Insert,2892,700,23
Insert,2893,800,25
Insert,2894,1200,23
Insert,2895,800,25
Insert,2896,600,25
Insert,2897,800,29
Insert,2898,800,25
Insert,2899,500,23
Insert,2900,700,27
Insert,2901,600,23
Insert,2902,600,25
Insert,2903,800,14
Insert,2904,800,23
Insert,2905,700,25
Insert,2906,700,29
Insert,2907,800,27
Insert,2908,700,23
Insert,2909,700,27
Insert,2910,600,25
Insert,2911,700,25
Insert,2912,700,23
Insert,2913,600,23
Insert,2914,700,27
Insert,2915,600,23
Insert,2916,1200,25
Insert,2917,600,23
Insert,2918,600,23
Insert,2919,800,25
Insert,2920,600,25
Insert,2921,700,21
Insert,2922,700,23
Insert,2923,600,25
Insert,2924,600,23
Insert,2925,600,25
Insert,2926,600,25
Insert,2927,600,25
Insert,2928,600,25
Insert,2929,700,25
Insert,2930,600,25
Insert,2931,700,23
Insert,2932,700,27
Insert,2933,700,25
Insert,2934,700,27
Insert,2935,600,23
Insert,2936,2700,25
Insert,2937,600,23
Insert,2938,700,25
Insert,2939,600,25
Insert,2940,600,21
Insert,2941,600,25
Insert,2942,600,23
Insert,2943,700,27
Insert,2944,600,23
Insert,2945,600,27
Insert,2946,700,25
Insert,2947,600,21
Insert,2948,800,29
Insert,2949,600,23
Insert,2950,500,21
Insert,2951,700,25
Insert,2952,700,23
Insert,2953,600,27
Insert,2954,500,23
Insert,2955,600,21
Insert,2956,600,23
Insert,2957,600,23
Insert,2958,900,29
Insert,2959,600,23
Insert,2960,700,25
Insert,2961,600,21
Insert,2962,700,26
Insert,2963,700,25
Insert,2964,600,23
Insert,2965,600,25
Insert,2966,600,21
Insert,2967,600,25
Insert,2968,700,25
Insert,2969,700,25
Insert,2970,700,25
Insert,2971,800,25
Insert,2972,500,23
Insert,2973,600,21
Insert,2974,700,29
Insert,2975,600,20
Insert,2976,700,25
Insert,2977,600,23
Insert,2978,600,25
Insert,2979,600,25
Insert,2980,800,23
Insert,2981,700,23
Insert,2982,1200,23
Insert,2983,500,23
Insert,2984,700,25
Insert,2985,600,23
Insert,2986,700,27
Insert,2987,600,25
Insert,2988,600,23
Insert,2989,700,25
Insert,2990,600,21
Insert,2991,1200,25
Insert,2992,700,25
Insert,2993,800,27
Insert,2994,700,25
Insert,2995,600,27
Insert,2996,700,27
Insert,2997,600,23
Insert,2998,1200,27
Insert,2999,600,23
Insert,3000,500,23
Insert,3001,800,29
Insert,3002,700,23
Insert,3003,600,25
Insert,3004,600,23
Insert,3005,700,25
Insert,3006,600,23
Insert,3007,700,25
Insert,3008,800,25
Insert,3009,700,29
Insert,3010,600,23
Insert,3011,700,25
Insert,3012,700,29
Insert,3013,700,27
Insert,3014,700,23
Insert,3015,600,25
Insert,3016,900,31
Insert,3017,600,25
Insert,3018,700,25
Insert,3019,600,25
Insert,3020,700,23
Insert,3021,500,21
Insert,3022,700,27
Insert,3023,600,21
Insert,3024,600,21
Insert,3025,700,25
Insert,3026,600,25
Insert,3027,800,29
Insert,3028,600,27
Insert,3029,800,25
Insert,3030,600,23
Insert,3031,600,23
Insert,3032,600,21
Insert,3033,600,25
Insert,3034,700,25
Insert,3035,800,27
Insert,3036,600,23
Insert,3037,600,25
Insert,3038,600,25
Insert,3039,700,29
Insert,3040,600,25
Insert,3041,600,25
Insert,3042,600,23
Insert,3043,700,25
Insert,3044,800,25
Insert,3045,700,27
Insert,3046,600,25
Insert,3047,600,25
Insert,3048,600,27
Insert,3049,600,23
Insert,3050,700,29
Insert,3051,600,23
Insert,3052,600,21
Insert,3053,500,20
Insert,3054,700,23
Insert,3055,700,25
Insert,3056,700,25
Insert,3057,700,25
Insert,3058,600,23
Insert,3059,700,23
Insert,3060,600,23
Insert,3061,700,25
Insert,3062,600,21
Insert,3063,600,21
Insert,3064,600,27
Insert,3065,700,23
Insert,3066,600,27
Insert,3067,700,25
Insert,3068,500,23
Insert,3069,1300,25
Insert,3070,800,23
Insert,3071,600,23
Insert,3072,600,25
Insert,3073,600,23
Insert,3074,600,21
Insert,3075,700,23
Insert,3076,700,27
Insert,3077,600,23
Insert,3078,1700,29
Insert,3079,700,26
Insert,3080,700,25
Insert,3081,800,25
Insert,3082,600,23
Insert,3083,900,29
Insert,3084,700,25
Insert,3085,800,27
Insert,3086,700,21
Insert,3087,800,29
Insert,3088,600,23
Insert,3089,600,25
Insert,3090,700,25
Insert,3091,700,27
Insert,3092,600,25
Insert,3093,700,25
Insert,3094,700,25
Insert,3095,600,23
Insert,3096,700,23
Insert,3097,600,23
Insert,3098,600,25
Insert,3099,600,25
Insert,3100,900,31
Insert,3101,600,23
Insert,3102,600,23
Insert,3103,700,25
Insert,3104,700,25
Insert,3105,600,23
Insert,3106,600,25
Insert,3107,500,23
Insert,3108,700,25
Insert,3109,600,23
Insert,3110,900,23
Insert,3111,600,23
Insert,3112,800,25
Insert,3113,800,29
Insert,3114,600,25
Insert,3115,700,23
Insert,3116,800,25
Insert,3117,800,29
Insert,3118,700,25
Insert,3119,800,25
Insert,3120,600,27
Insert,3121,800,23
Insert,3122,800,29
Insert,3123,600,23
Insert,3124,700,27
Insert,3125,600,23
Insert,3126,500,21
Insert,3127,700,27
Insert,3128,700,23
Insert,3129,600,27
Insert,3130,700,27
Insert,3131,500,20
Insert,3132,600,22
Insert,3133,700,27
Insert,3134,600,23
Insert,3135,800,27
Insert,3136,700,25
Insert,3137,700,25
Insert,3138,900,29
Insert,3139,900,27
Insert,3140,600,21
Insert,3141,600,25
Insert,3142,600,25
Insert,3143,600,25
Insert,3144,700,27
Insert,3145,700,23
Insert,3146,500,23
Insert,3147,700,23
Insert,3148,600,23
Insert,3149,600,21
Insert,3150,700,25
Insert,3151,700,23
Insert,3152,800,27
Insert,3153,700,27
Insert,3154,600,25
Insert,3155,1400,29
Insert,3156,700,23
Insert,3157,1100,25
Insert,3158,700,25
Insert,3159,2400,27
Insert,3160,700,27
Insert,3161,800,31
Insert,3162,500,23
Insert,3163,800,27
Insert,3164,1200,25
Insert,3165,700,23
Insert,3166,800,25
Insert,3167,600,23
Insert,3168,700,25
Insert,3169,600,25
Insert,3170,700,23
Insert,3171,700,25
Insert,3172,1000,31
Insert,3173,500,23
Insert,3174,700,29
Insert,3175,700,23
Insert,3176,700,23
Insert,3177,700,25
Insert,3178,700,23
Insert,3179,600,27
Insert,3180,600,23
Insert,3181,700,23
Insert,3182,500,21
Insert,3183,800,27
Insert,3184,600,23
Insert,3185,700,27
Insert,3186,700,23
Insert,3187,600,21
Insert,3188,700,27
Insert,3189,600,25
Insert,3190,600,25
Insert,3191,600,25
Insert,3192,700,25
Insert,3193,700,23
Insert,3194,600,28
Insert,3195,600,25
Insert,3196,800,25
Insert,3197,600,25
Insert,3198,500,23
Insert,3199,600,25
Insert,3200,800,27
Insert,3201,700,27
Insert,3202,800,27
Insert,3203,600,23
Insert,3204,600,23
Insert,3205,600,23
Insert,3206,700,27
Insert,3207,700,27
Insert,3208,700,27
Insert,3209,800,25
Insert,3210,800,27
Insert,3211,700,25
Insert,3212,600,23
Insert,3213,700,25
Insert,3214,700,27
Insert,3215,600,25
Insert,3216,700,25
Insert,3217,600,23
Insert,3218,800,27
Insert,3219,800,25
Insert,3220,700,27
Insert,3221,700,25
Insert,3222,700,29
Insert,3223,700,23
Insert,3224,600,25
Insert,3225,700,25
Insert,3226,700,27
Insert,3227,700,23
Insert,3228,700,23
Insert,3229,600,23
Insert,3230,800,27
Insert,3231,600,27
Insert,3232,700,23
Insert,3233,600,25
Insert,3234,700,27
Insert,3235,1300,25
Insert,3236,700,25
Insert,3237,600,23
Insert,3238,600,23
Insert,3239,700,23
Insert,3240,1300,27
Insert,3241,700,25
Insert,3242,700,27
Insert,3243,600,21
Insert,3244,900,29
Insert,3245,700,29
Insert,3246,800,31
Insert,3247,700,27
Insert,3248,600,23
Insert,3249,1000,23
Insert,3250,600,23
Insert,3251,700,25
Insert,3252,600,25
Insert,3253,800,25
Insert,3254,600,25
Insert,3255,600,23
Insert,3256,600,21
Insert,3257,700,27
Insert,3258,600,23
Insert,3259,600,25
Insert,3260,800,27
Insert,3261,600,23
Insert,3262,600,25
Insert,3263,700,25
Insert,3264,700,27
Insert,3265,800,29
Insert,3266,700,25
Insert,3267,500,20
Insert,3268,800,25
Insert,3269,700,29
Insert,3270,600,27
Insert,3271,700,23
Insert,3272,700,25
Insert,3273,800,27
Insert,3274,700,23
Insert,3275,600,25
Insert,3276,700,25
Insert,3277,600,29
Insert,3278,700,27
Insert,3279,700,25
Insert,3280,600,23
Insert,3281,700,27
Insert,3282,600,23
Insert,3283,700,21
Insert,3284,600,25
Insert,3285,800,29
Insert,3286,600,25
Insert,3287,600,23
Insert,3288,700,25
Insert,3289,600,23
Insert,3290,800,31
Insert,3291,700,27
Insert,3292,700,25
Insert,3293,700,25
Insert,3294,700,27
Insert,3295,800,23
Insert,3296,1000,23
Insert,3297,1100,25
Insert,3298,900,27
Insert,3299,900,27
Insert,3300,900,25
Insert,3301,900,25
Insert,3302,800,23
Insert,3303,900,25
Insert,3304,3000,27
Insert,3305,1500,27
Insert,3306,900,23
Insert,3307,900,23
Insert,3308,600,23
Insert,3309,700,23
Insert,3310,600,21
Insert,3311,700,23
Insert,3312,700,25
Insert,3313,800,27
Insert,3314,3600,29
Insert,3315,900,29
Insert,3316,700,25
Insert,3317,700,25
Insert,3318,700,23
Insert,3319,700,23
Insert,3320,800,23
Insert,3321,500,21
Insert,3322,800,27
Insert,3323,800,25
Insert,3324,700,25
Insert,3325,1400,25
Insert,3326,600,23
Insert,3327,800,25
Insert,3328,700,25
Insert,3329,700,25
Insert,3330,800,27
Insert,3331,800,25
Insert,3332,700,25
Insert,3333,700,23
Insert,3334,1200,25
Insert,3335,700,23
Insert,3336,800,29
Insert,3337,700,25
Insert,3338,800,27
Insert,3339,600,27
Insert,3340,800,27
Insert,3341,900,27
Insert,3342,700,27
Insert,3343,600,27
Insert,3344,700,23
Insert,3345,700,27
Insert,3346,600,23
Insert,3347,700,25
Insert,3348,700,23
Insert,3349,600,23
Insert,3350,700,25
Insert,3351,700,25
Insert,3352,600,23
Insert,3353,700,23
Insert,3354,700,27
Insert,3355,800,25
Insert,3356,700,27
Insert,3357,600,23
Insert,3358,800,27
Insert,3359,800,27
Insert,3360,600,27
Insert,3361,700,27
Insert,3362,700,25
Insert,3363,600,25
Insert,3364,900,29
Insert,3365,900,29
Insert,3366,600,25
Insert,3367,700,23
Insert,3368,600,23
Insert,3369,600,23
Insert,3370,700,29
Insert,3371,600,23
Insert,3372,700,25
Insert,3373,600,21
Insert,3374,700,25
Insert,3375,600,21
Insert,3376,700,25
Insert,3377,600,21
Insert,3378,700,25
Insert,3379,600,25
Insert,3380,600,23
Insert,3381,700,25
Insert,3382,900,29
Insert,3383,700,23
Insert,3384,600,23
Insert,3385,700,25
Insert,3386,700,27
Insert,3387,500,21
Insert,3388,800,25
Insert,3389,700,25
Insert,3390,700,28
Insert,3391,700,27
Insert,3392,600,23
Insert,3393,1500,29
Insert,3394,900,27
Insert,3395,800,29
Insert,3396,600,23
Insert,3397,600,25
Insert,3398,600,25
Insert,3399,700,25
Insert,3400,700,25
Insert,3401,700,27
Insert,3402,700,25
Insert,3403,500,25
Insert,3404,800,31
Insert,3405,600,23
Insert,3406,700,25
Insert,3407,700,23
Insert,3408,600,23
Insert,3409,600,21
Insert,3410,1200,27
Insert,3411,800,23
Insert,3412,800,25
Insert,3413,700,25
Insert,3414,600,23
Insert,3415,700,25
Insert,3416,600,23
Insert,3417,700,23
Insert,3418,700,25
Insert,3419,600,23
Insert,3420,1400,27
Insert,3421,700,27
Insert,3422,600,23
Insert,3423,800,29
Insert,3424,700,25
Insert,3425,500,21
Insert,3426,700,27
Insert,3427,600,23
Insert,3428,600,25
Insert,3429,700,23
Insert,3430,600,23
Insert,3431,600,23
Insert,3432,600,25
Insert,3433,800,25
Insert,3434,700,25
Insert,3435,700,23
Insert,3436,700,23
Insert,3437,600,27
Insert,3438,700,23
Insert,3439,600,25
Insert,3440,700,27
Insert,3441,500,21
Insert,3442,600,25
Insert,3443,600,25
Insert,3444,800,29
Insert,3445,700,25
Insert,3446,600,23
Insert,3447,900,27
Insert,3448,700,25
Insert,3449,27700,27
Insert,3450,1000,25
Insert,3451,700,25
Insert,3452,700,25
Insert,3453,700,25
Insert,3454,600,24
Insert,3455,900,25
Insert,3456,600,25
Insert,3457,700,23
Insert,3458,600,23
Insert,3459,600,22
Insert,3460,800,25
Insert,3461,700,25
Insert,3462,700,25
Insert,3463,600,23
Insert,3464,900,23
Insert,3465,900,25
Insert,3466,600,23
Insert,3467,600,25
Insert,3468,500,21
Insert,3469,700,27
Insert,3470,600,21
Insert,3471,700,27
Insert,3472,600,25
Insert,3473,1600,27
Insert,3474,600,24
Insert,3475,600,23
Insert,3476,700,25
Insert,3477,600,21
Insert,3478,700,27
Insert,3479,900,25
Insert,3480,700,23
Insert,3481,700,23
Insert,3482,600,25
Insert,3483,700,23
Insert,3484,600,27
Insert,3485,1200,27
Insert,3486,700,29
Insert,3487,700,25
Insert,3488,600,23
Insert,3489,600,23
Insert,3490,700,25
Insert,3491,1300,25
Insert,3492,800,29
Insert,3493,600,25
Insert,3494,700,25
Insert,3495,600,25
Insert,3496,600,27
Insert,3497,700,25
Insert,3498,700,27
Insert,3499,700,25
Insert,3500,600,23
Insert,3501,700,23
Insert,3502,700,29
Insert,3503,600,23
Insert,3504,700,27
Insert,3505,700,23
Insert,3506,1300,29
Insert,3507,800,27
Insert,3508,600,23
Insert,3509,600,25
Insert,3510,600,25
Insert,3511,700,23
Insert,3512,700,23
Insert,3513,900,25
Insert,3514,800,27
Insert,3515,600,23
Insert,3516,800,27
Insert,3517,700,27
Insert,3518,800,29
Insert,3519,900,25
Insert,3520,500,21
Insert,3521,600,25
Insert,3522,2600,29
Insert,3523,600,23
Insert,3524,900,31
Insert,3525,500,20
Insert,3526,600,25
Insert,3527,700,23
Insert,3528,600,25
Insert,3529,600,25
Insert,3530,800,27
Insert,3531,700,27
Insert,3532,600,23
Insert,3533,700,25
Insert,3534,300,12
Insert,3535,600,25
Insert,3536,700,29
Insert,3537,800,25
Insert,3538,500,23
Insert,3539,700,27
Insert,3540,600,25
Insert,3541,700,21
Insert,3542,500,23
Insert,3543,600,25
Insert,3544,700,25
Insert,3545,600,26
Insert,3546,600,25
Insert,3547,700,25
Insert,3548,800,29
Insert,3549,500,23
Insert,3550,800,27
Insert,3551,1400,27
Insert,3552,600,27
Insert,3553,700,23
Insert,3554,600,23
Insert,3555,700,27
Insert,3556,600,25
Insert,3557,700,25
Insert,3558,600,25
Insert,3559,700,23
Insert,3560,600,25
Insert,3561,800,31
Insert,3562,700,27
Insert,3563,800,27
Insert,3564,700,25
Insert,3565,800,29
Insert,3566,600,23
Insert,3567,400,18
Insert,3568,600,25
Insert,3569,700,25
Insert,3570,600,25
Insert,3571,600,27
Insert,3572,700,25
Insert,3573,800,25
Insert,3574,600,25
Insert,3575,600,23
Insert,3576,500,21
Insert,3577,700,27
Insert,3578,700,25
Insert,3579,600,25
Insert,3580,700,29
Insert,3581,700,29
Insert,3582,600,25
Insert,3583,900,31
Insert,3584,1200,27
Insert,3585,700,25
Insert,3586,700,29
Insert,3587,600,23
Insert,3588,700,25
Insert,3589,600,23
Insert,3590,600,23
Insert,3591,1300,29
Insert,3592,700,25
Insert,3593,600,23
Insert,3594,600,25
Insert,3595,600,25
Insert,3596,500,21
Insert,3597,600,27
Insert,3598,700,23
Insert,3599,600,23
Insert,3600,600,23
Insert,3601,800,27
Insert,3602,500,23
Insert,3603,800,29
Insert,3604,700,27
Insert,3605,700,25
Insert,3606,600,25
Insert,3607,700,21
Insert,3608,600,22
Insert,3609,600,25
Insert,3610,800,25
Insert,3611,600,27
Insert,3612,600,27
Insert,3613,800,23
Insert,3614,600,23
Insert,3615,700,27
Insert,3616,500,23
Insert,3617,600,25
Insert,3618,700,29
Insert,3619,900,31
Insert,3620,700,25
Insert,3621,800,29
Insert,3622,600,25
Insert,3623,800,23
Insert,3624,800,27
Insert,3625,700,25
Insert,3626,600,25
Insert,3627,900,31
Insert,3628,700,31
Insert,3629,1300,23
Insert,3630,400,14
Insert,3631,700,25
Insert,3632,700,25
Insert,3633,1000,29
Insert,3634,700,27
Insert,3635,600,27
Insert,3636,700,25
Insert,3637,500,23
Insert,3638,700,27
Insert,3639,700,23
Insert,3640,600,25
Insert,3641,700,27
Insert,3642,700,27
Insert,3643,600,25
Insert,3644,700,27
Insert,3645,600,25
Insert,3646,700,23
Insert,3647,600,27
Insert,3648,600,25
Insert,3649,700,25
Insert,3650,600,21
Insert,3651,600,27
Insert,3652,700,25
Insert,3653,700,25
Insert,3654,600,25
Insert,3655,800,29
Insert,3656,700,27
Insert,3657,600,24
Insert,3658,700,27
Insert,3659,600,23
Insert,3660,500,25
Insert,3661,600,23
Insert,3662,700,23
Insert,3663,1000,27
Insert,3664,600,23
Insert,3665,600,27
Insert,3666,600,25
Insert,3667,800,28
Insert,3668,600,25
Insert,3669,600,27
Insert,3670,600,23
Insert,3671,600,25
Insert,3672,600,21
Insert,3673,2900,23
Insert,3674,600,23
Insert,3675,800,29
Insert,3676,1400,25
Insert,3677,700,27
Insert,3678,800,23
Insert,3679,700,27
Insert,3680,600,23
Insert,3681,600,23
Insert,3682,600,25
Insert,3683,600,23
Insert,3684,500,21
Insert,3685,700,25
Insert,3686,700,29
Insert,3687,600,23
Insert,3688,600,25
Insert,3689,700,25
Insert,3690,800,27
Insert,3691,700,21
Insert,3692,800,29
Insert,3693,700,25
Insert,3694,600,23
Insert,3695,700,25
Insert,3696,600,27
Insert,3697,600,25
Insert,3698,600,27
Insert,3699,700,27
Insert,3700,700,21
Insert,3701,500,25
Insert,3702,800,31
Insert,3703,700,25
Insert,3704,600,25
Insert,3705,600,25
Insert,3706,700,29
Insert,3707,700,23
Insert,3708,1000,23
Insert,3709,700,25
Insert,3710,600,25
Insert,3711,700,27
Insert,3712,600,23
Insert,3713,600,23
Insert,3714,600,27
Insert,3715,800,25
Insert,3716,600,25
Insert,3717,600,29
Insert,3718,800,31
Insert,3719,800,29
Insert,3720,600,27
Insert,3721,500,25
Insert,3722,600,22
Insert,3723,700,23
Insert,3724,700,25
Insert,3725,700,25
Insert,3726,600,25
Insert,3727,800,27
Insert,3728,600,25
Insert,3729,700,31
Insert,3730,700,23
Insert,3731,600,21
Insert,3732,700,25
Insert,3733,600,27
Insert,3734,800,27
Insert,3735,1000,31
Insert,3736,700,27
Insert,3737,500,23
Insert,3738,700,29
Insert,3739,600,25
Insert,3740,800,25
Insert,3741,700,27
Insert,3742,600,23
Insert,3743,700,27
Insert,3744,500,23
Insert,3745,800,29
Insert,3746,800,27
Insert,3747,2300,23
Insert,3748,800,31
Insert,3749,700,25
Insert,3750,600,25
Insert,3751,700,25
Insert,3752,800,33
Insert,3753,700,27
Insert,3754,600,27
Insert,3755,800,31
